time,omega,i_a,i_b
2.1461,12.999948657533192,10.72019845722242,0.0
2.1462,12.996759427411881,10.720648378834747,0.0
2.1463,12.993569422019336,10.721098456833305,0.0
2.1464,12.990378642677097,10.721548691067243,0.0
2.1465,12.987187090707065,10.721999081385608,0.0
2.1466,12.983994767431508,10.72244962763735,0.0
2.1467,12.980801674173051,10.722900329671315,0.0
2.1468,12.977607812254687,10.723351187336252,0.0
2.1469,12.97441318299977,10.723802200480808,0.0
2.147,12.97121778773201,10.72425336895353,0.0
2.1471,12.968021627775482,10.724704692602867,0.0
2.1472,12.96482470445462,10.725156171277163,0.0
2.1473,12.961627019094214,10.725607804824667,0.0
2.1474,12.958428573019418,10.726059593093524,0.0
2.1475,12.95522936755574,10.726511535931781,0.0
2.1476,12.952029404029046,10.726963633187385,0.0
2.1477,12.94882868376556,10.72741588470818,0.0
2.1478,12.945627208091864,10.727868290341911,0.0
2.1479,12.94242497833489,10.728320849936228,0.0
2.148,12.93922199582193,10.728773563338674,0.0
2.1481,12.93601826188063,10.729226430396693,0.0
2.1482,12.932813777838989,10.729679450957633,0.0
2.1483,12.929608545025358,10.730132624868737,0.0
2.1484,12.926402564768443,10.730585951977151,0.0
2.1485,12.923195838397302,10.731039432129919,0.0
2.1486,12.919988367241343,10.731493065173986,0.0
2.1487,12.916780152630327,10.731946850956197,0.0
2.1488,12.913571195894363,10.732400789323297,0.0
2.1489,12.910361498363912,10.732854880121929,0.0
2.149,12.907151061369781,10.733309123198637,0.0
2.1491,12.90393988624313,10.733763518399867,0.0
2.1492,12.900727974315465,10.734218065571962,0.0
2.1493,12.89751532691864,10.734672764561168,0.0
2.1494,12.894301945384854,10.735127615213626,0.0
2.1495,12.891087831046653,10.735582617375382,0.0
2.1496,12.88787298523693,10.736037770892379,0.0
2.1497,12.884657409288922,10.736493075610461,0.0
2.1498,12.88144110453621,10.736948531375372,0.0
2.1499,12.87822407231272,10.737404138032757,0.0
2.15,12.875006313952722,10.737859895428157,0.0
2.1501,12.871787830790828,10.738315803407017,0.0
2.1502,12.86856862416199,10.738771861814682,0.0
2.1503,12.865348695401503,10.739228070496395,0.0
2.1504,12.862128045845003,10.7396844292973,0.0
2.1505,12.858906676828468,10.74014093806244,0.0
2.1506,12.855684589688213,10.740597596636759,0.0
2.1507,12.852461785760894,10.7410544048651,0.0
2.1508,12.849238266383505,10.741511362592208,0.0
2.1509,12.846014032893379,10.741968469662726,0.0
2.151,12.842789086628184,10.7424257259212,0.0
2.1511,12.839563428925924,10.742883131212071,0.0
2.1512,12.836337061124944,10.743340685379687,0.0
2.1513,12.83310998456392,10.743798388268289,0.0
2.1514,12.829882200581867,10.744256239722022,0.0
2.1515,12.82665371051813,10.74471423958493,0.0
2.1516,12.82342451571239,10.745172387700958,0.0
2.1517,12.82019461750466,10.745630683913951,0.0
2.1518,12.81696401723529,10.746089128067654,0.0
2.1519,12.813732716244955,10.746547720005712,0.0
2.152,12.810500715874667,10.747006459571667,0.0
2.1521,12.807268017465766,10.747465346608967,0.0
2.1522,12.804034622359925,10.747924380960956,0.0
2.1523,12.800800531899142,10.748383562470881,0.0
2.1524,12.797565747425748,10.748842890981887,0.0
2.1525,12.7943302702824,10.74930236633702,0.0
2.1526,12.791094101812083,10.749761988379223,0.0
2.1527,12.787857243358113,10.750221756951346,0.0
2.1528,12.784619696264128,10.750681671896134,0.0
2.1529,12.781381461874092,10.751141733056235,0.0
2.153,12.778142541532299,10.751601940274194,0.0
2.1531,12.774902936583363,10.75206229339246,0.0
2.1532,12.771662648372224,10.752522792253378,0.0
2.1533,12.768421678244147,10.752983436699198,0.0
2.1534,12.765180027544716,10.753444226572066,0.0
2.1535,12.761937697619842,10.753905161714032,0.0
2.1536,12.758694689815757,10.754366241967043,0.0
2.1537,12.75545100547901,10.75482746717295,0.0
2.1538,12.752206645956475,10.7552888371735,0.0
2.1539,12.748961612595345,10.755750351810343,0.0
2.154,12.745715906743131,10.75621201092503,0.0
2.1541,12.742469529747664,10.75667381435901,0.0
2.1542,12.739222482957095,10.757135761953634,0.0
2.1543,12.735974767719886,10.757597853550154,0.0
2.1544,12.732726385384826,10.758060088989719,0.0
2.1545,12.729477337301011,10.758522468113382,0.0
2.1546,12.72622762481786,10.758984990762094,0.0
2.1547,12.7229772492851,10.759447656776711,0.0
2.1548,12.719726212052779,10.759910465997983,0.0
2.1549,12.716474514471255,10.760373418266562,0.0
2.155,12.713222157891202,10.760836513423005,0.0
2.1551,12.709969143663605,10.761299751307766,0.0
2.1552,12.706715473139761,10.761763131761198,0.0
2.1553,12.70346114767128,10.762226654623557,0.0
2.1554,12.700206168610082,10.762690319734999,0.0
2.1555,12.696950537308396,10.76315412693558,0.0
2.1556,12.693694255118764,10.763618076065258,0.0
2.1557,12.690437323394034,10.76408216696389,0.0
2.1558,12.687179743487365,10.764546399471232,0.0
2.1559,12.683921516752221,10.765010773426944,0.0
2.156,12.680662644542377,10.765475288670585,0.0
2.1561,12.67740312821191,10.765939945041614,0.0
2.1562,12.67414296911521,10.766404742379393,0.0
2.1563,12.670882168606964,10.76686968052318,0.0
2.1564,12.66762072804217,10.76733475931214,0.0
2.1565,12.664358648776128,10.767799978585332,0.0
2.1566,12.661095932164443,10.76826533818172,0.0
2.1567,12.65783257956302,10.768730837940168,0.0
2.1568,12.65456859232807,10.76919647769944,0.0
2.1569,12.651303971816104,10.7696622572982,0.0
2.157,12.648038719383933,10.770128176575014,0.0
2.1571,12.644772836388672,10.770594235368348,0.0
2.1572,12.641506324187734,10.771060433516569,0.0
2.1573,12.63823918413883,10.771526770857944,0.0
2.1574,12.634971417599974,10.771993247230643,0.0
2.1575,12.631703025929472,10.772459862472735,0.0
2.1576,12.628434010485933,10.772926616422188,0.0
2.1577,12.62516437262826,10.773393508916875,0.0
2.1578,12.621894113715655,10.773860539794567,0.0
2.1579,12.618623235107611,10.774327708892937,0.0
2.158,12.615351738163922,10.774795016049557,0.0
2.1581,12.612079624244672,10.775262461101903,0.0
2.1582,12.60880689471024,10.775730043887348,0.0
2.1583,12.6055335509213,10.77619776424317,0.0
2.1584,12.602259594238816,10.776665622006544,0.0
2.1585,12.598985026024048,10.777133617014549,0.0
2.1586,12.595709847638542,10.777601749104162,0.0
2.1587,12.59243406044414,10.778070018112265,0.0
2.1588,12.589157665802968,10.778538423875638,0.0
2.1589,12.58588066507745,10.77900696623096,0.0
2.159,12.582603059630292,10.779475645014818,0.0
2.1591,12.579324850824493,10.779944460063692,0.0
2.1592,12.576046040023336,10.780413411213969,0.0
2.1593,12.572766628590392,10.780882498301933,0.0
2.1594,12.56948661788952,10.781351721163771,0.0
2.1595,12.566206009284864,10.781821079635572,0.0
2.1596,12.562924804140854,10.782290573553322,0.0
2.1597,12.559643003822204,10.782760202752913,0.0
2.1598,12.556360609693911,10.783229967070136,0.0
2.1599,12.553077623121258,10.783699866340685,0.0
2.16,12.54979404546981,10.784169900400151,0.0
2.1601,12.546509878105411,10.784640069084029,0.0
2.1602,12.543225122394192,10.785110372227715,0.0
2.1603,12.539939779702562,10.785580809666506,0.0
2.1604,12.53665385139721,10.7860513812356,0.0
2.1605,12.533367338845105,10.786522086770097,0.0
2.1606,12.530080243413495,10.786992926104995,0.0
2.1607,12.52679256646991,10.787463899075199,0.0
2.1608,12.523504309382151,10.78793500551551,0.0
2.1609,12.520215473518302,10.788406245260637,0.0
2.161,12.516926060246723,10.78887761814518,0.0
2.1611,12.513636070936048,10.78934912400365,0.0
2.1612,12.510345506955186,10.789820762670454,0.0
2.1613,12.507054369673325,10.790292533979901,0.0
2.1614,12.503762660459921,10.790764437766205,0.0
2.1615,12.50047038068471,10.791236473863476,0.0
2.1616,12.497177531717696,10.79170864210573,0.0
2.1617,12.493884114929157,10.792180942326882,0.0
2.1618,12.490590131689643,10.792653374360748,0.0
2.1619,12.487295583369976,10.79312593804105,0.0
2.162,12.484000471341247,10.793598633201404,0.0
2.1621,12.480704796974816,10.794071459675333,0.0
2.1622,12.477408561642315,10.79454441729626,0.0
2.1623,12.474111766715643,10.795017505897508,0.0
2.1624,12.470814413566966,10.795490725312307,0.0
2.1625,12.467516503568719,10.795964075373782,0.0
2.1626,12.464218038093604,10.796437555914963,0.0
2.1627,12.460919018514588,10.796911166768782,0.0
2.1628,12.457619446204903,10.79738490776807,0.0
2.1629,12.454319322538048,10.797858778745562,0.0
2.163,12.451018648887784,10.798332779533894,0.0
2.1631,12.447717426628136,10.798806909965602,0.0
2.1632,12.444415657133394,10.79928116987313,0.0
2.1633,12.441113341778108,10.799755559088814,0.0
2.1634,12.43781048193709,10.8002300774449,0.0
2.1635,12.434507078985416,10.800704724773531,0.0
2.1636,12.431203134298418,10.801179500906757,0.0
2.1637,12.427898649251691,10.801654405676523,0.0
2.1638,12.42459362522109,10.80212943891468,0.0
2.1639,12.421288063582727,10.80260460045298,0.0
2.164,12.417981965712972,10.803079890123078,0.0
2.1641,12.414675332988452,10.803555307756529,0.0
2.1642,12.411368166786051,10.804030853184791,0.0
2.1643,12.40806046848291,10.804506526239223,0.0
2.1644,12.404752239456425,10.804982326751087,0.0
2.1645,12.401443481084247,10.805458254551548,0.0
2.1646,12.398134194744282,10.80593430947167,0.0
2.1647,12.394824381814686,10.806410491342422,0.0
2.1648,12.391514043673874,10.806886799994674,0.0
2.1649,12.38820318170051,10.807363235259196,0.0
2.165,12.384891797273509,10.807839796966663,0.0
2.1651,12.381579891772038,10.80831648494765,0.0
2.1652,12.378267466575515,10.808793299032637,0.0
2.1653,12.374954523063607,10.809270239052003,0.0
2.1654,12.371641062616233,10.80974730483603,0.0
2.1655,12.368327086613556,10.810224496214904,0.0
2.1656,12.36501259643599,10.810701813018712,0.0
2.1657,12.361697593464196,10.811179255077443,0.0
2.1658,12.358382079079083,10.811656822220987,0.0
2.1659,12.355066054661803,10.812134514279139,0.0
2.166,12.351749521593755,10.812612331081594,0.0
2.1661,12.348432481256584,10.813090272457952,0.0
2.1662,12.345114935032178,10.813568338237712,0.0
2.1663,12.341796884302669,10.814046528250278,0.0
2.1664,12.338478330450432,10.814524842324955,0.0
2.1665,12.335159274858084,10.815003280290952,0.0
2.1666,12.331839718908483,10.815481841977379,0.0
2.1667,12.32851966398473,10.815960527213248,0.0
2.1668,12.325199111470166,10.816439335827473,0.0
2.1669,12.32187806274837,10.816918267648875,0.0
2.167,12.318556519203161,10.817397322506173,0.0
2.1671,12.3152344822186,10.817876500227987,0.0
2.1672,12.31191195317898,10.818355800642847,0.0
2.1673,12.308588933468835,10.818835223579178,0.0
2.1674,12.305265424472935,10.819314768865313,0.0
2.1675,12.301941427576287,10.819794436329483,0.0
2.1676,12.29861694416413,10.820274225799825,0.0
2.1677,12.295291975621943,10.820754137104379,0.0
2.1678,12.291966523335434,10.821234170071085,0.0
2.1679,12.288640588690548,10.821714324527786,0.0
2.168,12.285314173073461,10.82219460030223,0.0
2.1681,12.281987277870583,10.82267499722207,0.0
2.1682,12.278659904468554,10.823155515114854,0.0
2.1683,12.275332054254246,10.823636153808039,0.0
2.1684,12.272003728614761,10.824116913128984,0.0
2.1685,12.268674928937429,10.82459779290495,0.0
2.1686,12.265345656609812,10.825078792963101,0.0
2.1687,12.262015913019699,10.825559913130503,0.0
2.1688,12.258685699555107,10.826041153234128,0.0
2.1689,12.25535501760428,10.826522513100848,0.0
2.169,12.25202386855569,10.827003992557438,0.0
2.1691,12.248692253798033,10.827485591430579,0.0
2.1692,12.24536017472023,10.827967309546851,0.0
2.1693,12.242027632711427,10.828449146732742,0.0
2.1694,12.238694629160996,10.82893110281464,0.0
2.1695,12.23536116545853,10.829413177618834,0.0
2.1696,12.232027242993846,10.82989537097152,0.0
2.1697,12.228692863156983,10.830377682698797,0.0
2.1698,12.225358027338201,10.830860112626665,0.0
2.1699,12.22202273692798,10.831342660581027,0.0
2.17,12.218686993317025,10.831825326387694,0.0
2.1701,12.215350797896253,10.832308109872375,0.0
2.1702,12.212014152056804,10.832791010860685,0.0
2.1703,12.208677057190037,10.83327402917814,0.0
2.1704,12.205339514687529,10.833757164650164,0.0
2.1705,12.20200152594107,10.834240417102079,0.0
2.1706,12.19866309234267,10.834723786359113,0.0
2.1707,12.195324215284556,10.835207272246398,0.0
2.1708,12.191984896159164,10.83569087458897,0.0
2.1709,12.188645136359153,10.836174593211766,0.0
2.171,12.185304937277387,10.836658427939627,0.0
2.1711,12.18196430030695,10.8371423785973,0.0
2.1712,12.178623226841134,10.837626445009434,0.0
2.1713,12.175281718273446,10.838110627000582,0.0
2.1714,12.171939775997602,10.8385949243952,0.0
2.1715,12.168597401407531,10.839079337017646,0.0
2.1716,12.165254595897371,10.839563864692186,0.0
2.1717,12.161911360861469,10.840048507242988,0.0
2.1718,12.158567697694378,10.840533264494123,0.0
2.1719,12.155223607790866,10.841018136269566,0.0
2.172,12.151879092545903,10.841503122393195,0.0
2.1721,12.148534153354666,10.841988222688794,0.0
2.1722,12.145188791612538,10.842473436980049,0.0
2.1723,12.141843008715112,10.84295876509055,0.0
2.1724,12.13849680605818,10.843444206843794,0.0
2.1725,12.135150185037743,10.843929762063176,0.0
2.1726,12.131803147050002,10.844415430572,0.0
2.1727,12.128455693491365,10.844901212193474,0.0
2.1728,12.125107825758436,10.845387106750707,0.0
2.1729,12.121759545248027,10.845873114066713,0.0
2.173,12.118410853357148,10.846359233964412,0.0
2.1731,12.115061751483008,10.846845466266627,0.0
2.1732,12.111712241023021,10.847331810796085,0.0
2.1733,12.108362323374795,10.847818267375416,0.0
2.1734,12.105011999936137,10.848304835827157,0.0
2.1735,12.101661272105055,10.848791515973748,0.0
2.1736,12.09831014127975,10.849278307637531,0.0
2.1737,12.094958608858624,10.849765210640758,0.0
2.1738,12.091606676240271,10.85025222480558,0.0
2.1739,12.088254344823483,10.850739349954054,0.0
2.174,12.084901616007244,10.851226585908142,0.0
2.1741,12.081548491190734,10.851713932489709,0.0
2.1742,12.078194971773327,10.852201389520527,0.0
2.1743,12.074841059154586,10.85268895682227,0.0
2.1744,12.071486754734272,10.853176634216519,0.0
2.1745,12.06813205991233,10.853664421524757,0.0
2.1746,12.0647769760889,10.854152318568373,0.0
2.1747,12.061421504664315,10.85464032516866,0.0
2.1748,12.058065647039092,10.855128441146816,0.0
2.1749,12.054709404613938,10.855616666323943,0.0
2.175,12.05135277878975,10.856105000521051,0.0
2.1751,12.047995770967614,10.856593443559051,0.0
2.1752,12.044638382548795,10.85708199525876,0.0
2.1753,12.041280614934754,10.8575706554409,0.0
2.1754,12.037922469527134,10.858059423926099,0.0
2.1755,12.03456394772776,10.858548300534887,0.0
2.1756,12.031205050938643,10.8590372850877,0.0
2.1757,12.02784578056198,10.859526377404881,0.0
2.1758,12.024486138000148,10.860015577306676,0.0
2.1759,12.021126124655709,10.860504884613237,0.0
2.176,12.017765741931402,10.86099429914462,0.0
2.1761,12.014404991230155,10.861483820720787,0.0
2.1762,12.011043873955067,10.861973449161605,0.0
2.1763,12.007682391509425,10.862463184286845,0.0
2.1764,12.004320545296691,10.862953025916186,0.0
2.1765,12.000958336720506,10.863442973869208,0.0
2.1766,11.997595767184688,10.8639330279654,0.0
2.1767,11.994232838093234,10.864423188024155,0.0
2.1768,11.990869550850316,10.86491345386477,0.0
2.1769,11.987505906860283,10.86540382530645,0.0
2.177,11.98414190752766,10.865894302168302,0.0
2.1771,11.980777554257141,10.866384884269342,0.0
